127.0.0.1 - - [27/Jul/2021:09:13:41 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/Jul/2021:09:40:32 +0900] "GET /jsp_community_2021/resource/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jul/2021:09:40:32 +0900] "GET /jsp_community_2021/resource/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jul/2021:09:40:35 +0900] "GET /jsp_community_2021/usr/member/login?afterLoginUri=%2Fjsp_community_2021%2Fusr%2Fhome%2Fmain HTTP/1.1" 200 11545
0:0:0:0:0:0:0:1 - - [27/Jul/2021:10:38:38 +0900] "GET /jsp_community_2021/usr/member/login?afterLoginUri=%2Fjsp_community_2021%2Fusr%2Fhome%2Fmain HTTP/1.1" 200 11617
0:0:0:0:0:0:0:1 - - [27/Jul/2021:10:38:38 +0900] "GET /jsp_community_2021/resource/font.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jul/2021:10:38:38 +0900] "GET /jsp_community_2021/resource/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jul/2021:10:38:38 +0900] "GET /jsp_community_2021/resource/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jul/2021:10:39:14 +0900] "GET /jsp_community_2021/usr/member/login?afterLoginUri=%2Fjsp_community_2021%2Fusr%2Fhome%2Fmain HTTP/1.1" 200 11693
0:0:0:0:0:0:0:1 - - [27/Jul/2021:10:39:58 +0900] "GET /jsp_community_2021/usr/member/login?afterLoginUri=%2Fjsp_community_2021%2Fusr%2Fhome%2Fmain HTTP/1.1" 200 11762
0:0:0:0:0:0:0:1 - - [27/Jul/2021:10:40:12 +0900] "GET /jsp_community_2021/usr/member/login?afterLoginUri=%2Fjsp_community_2021%2Fusr%2Fhome%2Fmain HTTP/1.1" 200 11770
0:0:0:0:0:0:0:1 - - [27/Jul/2021:10:40:32 +0900] "GET /jsp_community_2021/usr/member/login?afterLoginUri=%2Fjsp_community_2021%2Fusr%2Fhome%2Fmain HTTP/1.1" 200 11551
